cell_id,date,ndvi_mean
32,2023-06-09,0.18551494
32,2023-06-19,0.18500538
32,2023-06-24,0.18658306
32,2023-06-29,0.19082355
32,2023-07-04,0.19384582
32,2023-07-09,0.19332232
32,2023-07-14,0.18476123
32,2023-07-19,0.18826249
32,2023-07-24,0.18464044
32,2023-08-03,0.1892027
32,2023-08-18,0.19842038
32,2023-08-23,0.17626847
32,2023-08-28,0.18956874
32,2023-09-22,0.18816856
32,2023-09-27,0.19010225
32,2023-10-02,0.19450507
32,2023-11-11,0.1983935
32,2023-11-16,0.20291394
32,2023-12-06,0.20332173
33,2023-05-15,0.011565635
33,2023-06-04,0.011934589
33,2023-06-09,0.011632879
33,2023-06-19,0.011567782
33,2023-06-24,0.011603012
33,2023-06-29,0.011869166
33,2023-07-04,0.012084853
33,2023-07-09,0.01204463
33,2023-07-14,0.009545596
33,2023-07-19,0.011990605
33,2023-07-24,0.0113775125
33,2023-08-03,0.011706065
33,2023-08-18,0.012476493
33,2023-08-23,0.010944792
33,2023-08-28,0.011969665
33,2023-09-22,0.011936473
33,2023-09-27,0.012091951
33,2023-10-02,0.012266805
33,2023-11-11,0.012501009
33,2023-11-16,0.012795508
33,2023-12-06,0.012681362
34,2023-05-15,0.0017290816
34,2023-06-04,0.0017867477
34,2023-06-09,0.0017389607
34,2023-06-19,0.0017352105
34,2023-06-24,0.0017614089
34,2023-06-29,0.0017854219
34,2023-07-04,0.0018123254
34,2023-07-09,0.0017768219
34,2023-07-14,0.00091971434
34,2023-07-19,0.0017405086
34,2023-07-24,0.0017288318
34,2023-08-03,0.0017756897
34,2023-08-18,0.0017917007
34,2023-08-23,0.0016521628
34,2023-08-28,0.0017573687
34,2023-09-22,0.0016928953
34,2023-09-27,0.0017135418
34,2023-10-02,0.001764293
34,2023-11-11,0.0016856487
34,2023-11-16,0.0017403626
34,2023-12-06,0.0017251803
35,2023-05-15,0.33793885
35,2023-06-04,0.33609685
35,2023-06-09,0.33904842
35,2023-06-19,0.3397754
35,2023-06-24,0.33771494
35,2023-06-29,0.3432573
35,2023-07-04,0.35067558
35,2023-07-09,0.34776258
35,2023-07-14,0.3441397
35,2023-07-19,0.3376345
35,2023-07-24,0.33599862
35,2023-08-03,0.34130964
35,2023-08-18,0.34529763
35,2023-08-23,0.3048927
35,2023-08-28,0.34089255
35,2023-09-22,0.33397433
35,2023-09-27,0.34118074
35,2023-10-02,0.34898588
35,2023-11-11,0.3578669
35,2023-11-16,0.36695793
35,2023-12-06,0.3659543
36,2023-05-15,0.4850971
36,2023-06-04,0.48864666
36,2023-06-09,0.489442
36,2023-06-19,0.49133366
36,2023-06-24,0.4866117
36,2023-06-29,0.4966448
36,2023-07-04,0.50616324
36,2023-07-09,0.5022114
36,2023-07-14,0.40181023
36,2023-07-19,0.4879204
36,2023-07-24,0.48331988
36,2023-08-03,0.49172717
36,2023-08-18,0.49966702
36,2023-08-23,0.41568023
36,2023-08-28,0.49191853
36,2023-09-22,0.48329365
36,2023-09-27,0.48942694
36,2023-10-02,0.50259507
36,2023-11-11,0.5174816
36,2023-11-16,0.4730037
36,2023-12-06,0.5308388
37,2023-05-15,0.47891086
37,2023-06-04,0.48756057
37,2023-06-09,0.481908
37,2023-06-19,0.483147
37,2023-06-24,0.48298314
37,2023-06-29,0.49037358
37,2023-07-04,0.4984966
37,2023-07-09,0.49440008
37,2023-07-14,0.37876636
37,2023-07-19,0.48382327
37,2023-07-24,0.47822842
37,2023-08-03,0.48926336
37,2023-08-18,0.50645024
37,2023-08-23,0.4555192
37,2023-08-28,0.49766713
37,2023-09-22,0.48669833
37,2023-09-27,0.49389493
37,2023-10-02,0.5050342
37,2023-11-11,0.5054709
37,2023-11-16,0.48204222
37,2023-12-06,0.5189468
38,2023-05-15,0.47863308
38,2023-06-04,0.48632532
38,2023-06-09,0.48132873
38,2023-06-19,0.48429525
38,2023-06-24,0.4832454
38,2023-06-29,0.4908293
38,2023-07-04,0.50120056
38,2023-07-09,0.4979057
